Baal		N
,		N
and		N
every		N
mouth		N
which		N
has		N
not		N
kissed		N
him		N
.		N
''		N

When		N
his		N
speech	0.0	C
is		N
charming		N
,		N
do		N
n't		N
believe		N
him		N
;		N
for		N
there		N
are		N
seven		N
abominations		N
in		N
his		N
heart		N
.		N

Moses		N
said		N
to		N
Yahweh		N
,		N
``		N
O		N
Lord		N
,		N
I		N
am		N
not		N
eloquent		N
,		N
neither		N
before		N
now		N
,		N
nor		N
since		N
you		N
have		N
spoken		N
to		N
your		N
servant		N
;		N
for		N
I		N
am		N
slow		N
of		N
speech	0.160714285714286	C
,		N
and		N
of		N
a		N
slow		N
tongue		N
.		N
''		N

His		N
speech	0.279411764705882	C
is		N
like		N
a		N
scorching		N
fire		N
.		N

Or		N
were		N
you		N
baptized		N
into		N
the		N
name	0.0	C
of		N
Paul		N
?		N

He		N
who		N
receives		N
a		N
prophet		N
in		N
the		N
name	0.05	C
of		N
a		N
prophet		N
will		N
receive		N
a		N
prophet		N
's		N
reward		N
.		N

I		N
have		N
made		N
this		N
house		N
holy		N
,		N
which		N
you		N
have		N
built		N
,		N
to		N
put		N
my		N
name	0.160714285714286	C
there		N
forever		N
;		N
and		N
my		N
eyes		N
and		N
my		N
heart		N
shall		N
be		N
there		N
perpetually		N
.		N

If		N
another		N
comes		N
in		N
his		N
own		N
name	0.17647058823529396	C
,		N
you		N
will		N
receive		N
him		N
.		N

It		N
is		N
he		N
who		N
builds		N
his		N
rooms		N
in		N
the		N
heavens		N
,		N
and		N
has		N
founded		N
his		N
vault		N
on		N
the		N
earth		N
;		N
he		N
who		N
calls		N
for		N
the		N
waters		N
of		N
the		N
sea		N
,		N
and		N
pours		N
them		N
out		N
on		N
the		N
surface		N
of		N
the		N
earth		N
;		N
Yahweh		N
is		N
his		N
name	0.208333333333333	C
.		N

For		N
the		N
Father	0.0	C
judges		N
no		N
one		N
,		N
but		N
he		N
has		N
given		N
all		N
judgment		N
to		N
the		N
Son		N
,		N

Jesus		N
said		N
,		N
``		N
Father	0.133333333333333	C
,		N
forgive		N
them		N
,		N
for		N
they		N
do		N
n't		N
know		N
what		N
they		N
are		N
doing		N
.		N
''		N

Grace		N
to		N
you		N
and		N
peace		N
from		N
God		N
our		N
Father	0.222222222222222	C
and		N
the		N
Lord		N
Jesus		N
Christ		N
.		N

The		N
waters	0.025	C
surrounded		N
me		N
,		N
even		N
to		N
the		N
soul		N
.		N

For		N
thus		N
says		N
the		N
Lord		N
Yahweh		N
:		N
When		N
I		N
shall		N
make		N
you		N
a		N
desolate		N
city		N
,		N
like		N
the		N
cities		N
that		N
are		N
not		N
inhabited		N
;		N
when		N
I		N
shall		N
bring		N
up		N
the		N
deep		N
on		N
you		N
,		N
and		N
the		N
great		N
waters	0.1	C
shall		N
cover		N
you		N
;		N

Do		N
n't		N
let		N
the		N
flood		N
waters	0.166666666666667	C
overwhelm		N
me		N
,		N
neither		N
let		N
the		N
deep		N
swallow		N
me		N
up		N
.		N

In		N
the		N
time		N
that		N
you		N
were		N
broken		N
by		N
the		N
seas		N
in		N
the		N
depths		N
of		N
the		N
waters	0.23529411764705901	C
,		N
your		N
merchandise		N
and		N
all		N
your		N
company		N
fell		N
in		N
your		N
midst		N
.		N

This		N
same		N
Hezekiah		N
also		N
stopped		N
the		N
upper		N
spring		N
of		N
the		N
waters	0.265625	C
of		N
Gihon		N
,		N
and		N
brought		N
them		N
straight		N
down		N
on		N
the		N
west		N
side		N
of		N
the		N
city		N
of		N
David		N
.		N

He		N
sighed		N
deeply		N
in		N
his		N
spirit		N
,		N
and		N
said		N
,		N
``		N
Why		N
does		N
this		N
generation		N
seek		N
a		N
sign	0.109375	C
?		N

The		N
priest		N
shall		N
lay		N
them		N
in		N
order		N
on		N
the		N
wood	0.025	C
that		N
is		N
on		N
the		N
fire		N
which		N
is		N
on		N
the		N
altar		N
,		N

Yahweh		N
will		N
bring		N
you		N
,		N
and		N
your		N
king		N
whom		N
you		N
shall		N
set		N
over		N
you		N
,		N
to		N
a		N
nation		N
that		N
you		N
have		N
not		N
known		N
,		N
you		N
nor		N
your		N
fathers		N
;		N
and		N
there		N
you		N
shall		N
serve		N
other		N
gods		N
,		N
wood	0.11764705882352902	C
and		N
stone		N
.		N

On		N
whatever		N
any		N
of		N
them		N
falls		N
when		N
they		N
are		N
dead		N
,		N
it		N
shall		N
be		N
unclean		N
;		N
whether		N
it		N
is		N
any		N
vessel		N
of		N
wood	0.160714285714286	C
,		N
or		N
clothing		N
,		N
or		N
skin		N
,		N
or		N
sack		N
,		N
whatever		N
vessel		N
it		N
is		N
,		N
with		N
which		N
any		N
work		N
is		N
done		N
,		N
it		N
must		N
be		N
put		N
into		N
water		N
,		N
and		N
it		N
shall		N
be		N
unclean		N
until		N
the		N
evening		N
;		N
then		N
it		N
will		N
be		N
clean		N
.		N

As		N
for		N
the		N
living		N
bird		N
,		N
he		N
shall		N
take		N
it		N
,		N
and		N
the		N
cedar		N
wood	0.234375	C
,		N
and		N
the		N
scarlet		N
,		N
and		N
the		N
hyssop		N
,		N
and		N
shall		N
dip		N
them		N
and		N
the		N
living		N
bird		N
in		N
the		N
blood		N
of		N
the		N
bird		N
that		N
was		N
killed		N
over		N
the		N
running		N
water		N
.		N

Then		N
Asa		N
took		N
all		N
the		N
silver		N
and		N
the		N
gold	0.025	C
that		N
were		N
left		N
in		N
the		N
treasures		N
of		N
the		N
house		N
of		N
Yahweh		N
,		N
and		N
the		N
treasures		N
of		N
the		N
king		N
's		N
house		N
,		N
and		N
delivered		N
them		N
into		N
the		N
hand		N
of		N
his		N
servants		N
;		N
and		N
king		N
Asa		N
sent		N
them		N
to		N
Ben		N
Hadad		N
,		N
the		N
son		N
of		N
Tabrimmon		N
,		N
the		N
son		N
of		N
Hezion		N
,		N
king		N
of		N
Syria		N
,		N
who		N
lived		N
at		N
Damascus		N
,		N
saying		N
,		N

and		N
to		N
make		N
skillful		N
works		N
,		N
to		N
work		N
in		N
gold	0.05	C
,		N
in		N
silver		N
,		N
in		N
brass		N
,		N

But		N
all		N
the		N
silver		N
,		N
and		N
gold	0.1	C
,		N
and		N
vessels		N
of		N
brass		N
and		N
iron		N
,		N
are		N
holy		N
to		N
Yahweh		N
.		N

His		N
head		N
is		N
like		N
the		N
purest		N
gold	0.21052631578947398	C
.		N

Thus		N
you		N
were		N
decked		N
with		N
gold	0.22826086956521696	C
and		N
silver		N
;		N
and		N
your		N
clothing		N
was		N
of		N
fine		N
linen		N
,		N
and		N
silk		N
,		N
and		N
embroidered		N
work		N
;		N
you		N
ate		N
fine		N
flour		N
,		N
and		N
honey		N
,		N
and		N
oil		N
;		N
and		N
you		N
were		N
exceeding		N
beautiful		N
,		N
and		N
you		N
prospered		N
to		N
royal		N
estate		N
.		N

You		N
will		N
weep	0.025	C
no		N
more		N
.		N

and		N
to		N
speak		N
to		N
the		N
priests		N
of		N
the		N
house		N
of		N
Yahweh		N
of		N
Armies		N
,		N
and		N
to		N
the		N
prophets		N
,		N
saying		N
,		N
``		N
Should		N
I		N
weep	0.294117647058823	C
in		N
the		N
fifth		N
month		N
,		N
separating		N
myself		N
,		N
as		N
I		N
have		N
done		N
these		N
so		N
many		N
years		N
?		N
''		N

He		N
brought		N
them		N
forth		N
with		N
silver	0.025	C
and		N
gold		N
.		N

He		N
made		N
its		N
pillars		N
of		N
silver	0.125	C
,		N
its		N
bottom		N
of		N
gold		N
,		N
its		N
seat		N
of		N
purple		N
,		N
its		N
midst		N
being		N
paved		N
with		N
love		N
,		N
from		N
the		N
daughters		N
of		N
Jerusalem		N
.		N

All		N
the		N
vessels		N
of		N
gold		N
and		N
of		N
silver	0.13235294117647098	C
were		N
five		N
thousand		N
and		N
four		N
hundred		N
.		N

For		N
in		N
that		N
day		N
everyone		N
shall		N
cast		N
away		N
his		N
idols		N
of		N
silver	0.234375	C
and		N
his		N
idols		N
of		N
gold		N
--		N
sin		N
which		N
your		N
own		N
hands		N
have		N
made		N
for		N
you		N
.		N

Now		N
in		N
a		N
large		N
house		N
there		N
are		N
not		N
only		N
vessels		N
of		N
gold		N
and		N
of		N
silver	0.289473684210526	C
,		N
but		N
also		N
of		N
wood		N
and		N
of		N
clay		N
.		N

But		N
for		N
this		N
cause	0.025	C
I		N
came		N
to		N
this		N
time		N
.		N

Thus		N
says		N
Yahweh		N
of		N
Armies		N
,		N
the		N
God		N
of		N
Israel		N
:		N
You		N
have		N
seen		N
all		N
the		N
evil		N
that		N
I		N
have		N
brought		N
on		N
Jerusalem		N
,		N
and		N
on		N
all		N
the		N
cities	0.027777777777778	C
of		N
Judah		N
;		N
and		N
behold		N
,		N
this		N
day		N
they		N
are		N
a		N
desolation		N
,		N
and		N
no		N
man		N
dwells		N
therein		N
,		N

Solomon		N
gathered		N
chariots		N
and		N
horsemen		N
:		N
and		N
he		N
had		N
one		N
thousand		N
four		N
hundred		N
chariots		N
,		N
and		N
twelve		N
thousand		N
horsemen		N
,		N
that		N
he		N
placed		N
in		N
the		N
chariot		N
cities	0.1	C
,		N
and		N
with		N
the		N
king		N
at		N
Jerusalem		N
.		N

But		N
the		N
men		N
of		N
the		N
army		N
whom		N
Amaziah		N
sent		N
back		N
,		N
that		N
they		N
should		N
not		N
go		N
with		N
him		N
to		N
battle		N
,		N
fell		N
on		N
the		N
cities	0.23809523809523803	C
of		N
Judah		N
,		N
from		N
Samaria		N
even		N
to		N
Beth		N
Horon		N
,		N
and		N
struck		N
of		N
them		N
three		N
thousand		N
,		N
and		N
took		N
much		N
spoil		N
.		N

Over		N
the		N
king		N
's		N
treasures		N
was		N
Azmaveth		N
the		N
son		N
of		N
Adiel		N
:		N
and		N
over		N
the		N
treasures		N
in		N
the		N
fields		N
,		N
in		N
the		N
cities	0.263888888888889	C
,		N
and		N
in		N
the		N
villages		N
,		N
and		N
in		N
the		N
towers		N
,		N
was		N
Jonathan		N
the		N
son		N
of		N
Uzziah		N
:		N

They		N
were		N
like		N
the		N
grass		N
of		N
the		N
field		N
,		N
and		N
like		N
the		N
green		N
herb		N
,		N
like		N
the		N
grass		N
on		N
the		N
housetops		N
,		N
and		N
like		N
a		N
field		N
before		N
its		N
crop	0.027777777777778	C
has		N
grown		N
.		N

For		N
the		N
land		N
which		N
has		N
drunk		N
the		N
rain		N
that		N
comes		N
often		N
on		N
it		N
,		N
and		N
brings		N
forth		N
a		N
crop	0.166666666666667	C
suitable		N
for		N
them		N
for		N
whose		N
sake		N
it		N
is		N
also		N
tilled		N
,		N
receives		N
blessing		N
from		N
God		N
;		N

Neither		N
shall		N
you		N
swear		N
by		N
your		N
head		N
,		N
for		N
you		N
ca		N
n't		N
make		N
one		N
hair	0.25	C
white		N
or		N
black		N
.		N

Truly		N
,		N
Yahweh		N
,		N
the		N
kings	0.027777777777778	C
of		N
Assyria		N
have		N
laid		N
waste		N
the		N
nations		N
and		N
their		N
lands		N
,		N

Jerusalem		N
,		N
and		N
the		N
cities		N
of		N
Judah		N
,		N
and		N
its		N
kings	0.14285714285714302	C
,		N
and		N
its		N
princes		N
,		N
to		N
make		N
them		N
a		N
desolation		N
,		N
an		N
astonishment		N
,		N
a		N
hissing		N
,		N
and		N
a		N
curse		N
,		N
as		N
it		N
is		N
this		N
day		N
;		N

Your		N
gates		N
also		N
shall		N
be		N
open		N
continually		N
;		N
they		N
shall		N
not		N
be		N
shut		N
day		N
nor		N
night		N
;		N
that		N
men		N
may		N
bring		N
to		N
you		N
the		N
wealth		N
of		N
the		N
nations		N
,		N
and		N
their		N
kings	0.223684210526316	C
led		N
captive		N
.		N

Lord		N
,		N
to		N
us		N
belongs		N
confusion		N
of		N
face		N
,		N
to		N
our		N
kings	0.22727272727272702	C
,		N
to		N
our		N
princes		N
,		N
and		N
to		N
our		N
fathers		N
,		N
because		N
we		N
have		N
sinned		N
against		N
you		N
.		N

Joash		N
slept		N
with		N
his		N
fathers		N
;		N
and		N
Jeroboam		N
sat		N
on		N
his		N
throne		N
:		N
and		N
Joash		N
was		N
buried		N
in		N
Samaria		N
with		N
the		N
kings	0.23529411764705901	C
of		N
Israel		N
.		N

No		N
one		N
puts		N
a		N
piece		N
of		N
unshrunk		N
cloth	0.027777777777778	C
on		N
an		N
old		N
garment		N
;		N
for		N
the		N
patch		N
would		N
tear		N
away		N
from		N
the		N
garment		N
,		N
and		N
a		N
worse		N
hole		N
is		N
made		N
.		N

The		N
priest		N
said		N
,		N
``		N
The		N
sword		N
of		N
Goliath		N
the		N
Philistine		N
,		N
whom		N
you		N
killed		N
in		N
the		N
valley		N
of		N
Elah		N
,		N
behold		N
,		N
it		N
is		N
here		N
wrapped		N
in		N
a		N
cloth	0.18421052631579002	C
behind		N
the		N
ephod		N
.		N

He		N
raises		N
his		N
hands	0.027777777777778	C
against		N
his		N
friends		N
.		N

For		N
every		N
head		N
is		N
bald		N
,		N
and		N
every		N
beard		N
clipped		N
:		N
on		N
all		N
the		N
hands	0.191176470588235	C
are		N
cuttings		N
,		N
and		N
on		N
the		N
waist		N
sackcloth		N
.		N

It		N
shall		N
happen		N
,		N
when		N
you		N
shall		N
show		N
this		N
people		N
all		N
these		N
words	0.05	C
,		N
and		N
they		N
shall		N
tell		N
you		N
,		N
Why		N
has		N
Yahweh		N
pronounced		N
all		N
this		N
great		N
evil		N
against		N
us		N
?		N

But		N
to		N
the		N
king		N
of		N
Judah		N
,		N
who		N
sent		N
you		N
to		N
inquire		N
of		N
Yahweh		N
,		N
thus		N
you		N
shall		N
tell		N
him		N
,		N
``		N
Thus		N
says		N
Yahweh		N
,		N
the		N
God		N
of		N
Israel		N
:		N
'Concerning		N
the		N
words	0.15	C
which		N
you		N
have		N
heard		N
,		N

Turn		N
your		N
ear		N
,		N
and		N
listen		N
to		N
the		N
words	0.203125	C
of		N
the		N
wise		N
.		N

When		N
David		N
's		N
young		N
men		N
came		N
,		N
they		N
spoke		N
to		N
Nabal		N
according		N
to		N
all		N
those		N
words	0.25	C
in		N
the		N
name		N
of		N
David		N
,		N
and		N
ceased		N
.		N

The		N
Lord		N
Yahweh		N
has		N
sworn		N
by		N
his		N
holiness		N
that		N
behold		N
,		N
``		N
The		N
days		N
shall		N
come		N
on		N
you		N
that		N
they		N
will		N
take		N
you		N
away		N
with		N
hooks		N
,		N
and		N
the		N
last		N
of		N
you		N
with		N
fish	0.223684210526316	C
hooks		N
.		N

He		N
who		N
observes		N
the		N
wind		N
wo		N
n't		N
sow		N
;		N
and		N
he		N
who		N
regards		N
the		N
clouds	0.05	C
wo		N
n't		N
reap		N
.		N

Lightning		N
and		N
hail		N
,		N
snow		N
and		N
clouds	0.222222222222222	C
;		N
stormy		N
wind		N
,		N
fulfilling		N
his		N
word		N
;		N

He		N
said		N
,		N
``		N
Go		N
out		N
,		N
and		N
stand		N
on		N
the		N
mountain	0.05	C
before		N
Yahweh		N
.		N
''		N

Jacob		N
offered		N
a		N
sacrifice		N
in		N
the		N
mountain	0.133333333333333	C
,		N
and		N
called		N
his		N
relatives		N
to		N
eat		N
bread		N
.		N

The		N
second		N
angel		N
sounded		N
,		N
and		N
something		N
like		N
a		N
great		N
burning		N
mountain	0.264705882352941	C
was		N
thrown		N
into		N
the		N
sea		N
.		N

but		N
have		N
done		N
evil		N
above		N
all		N
who		N
were		N
before		N
you		N
,		N
and		N
have		N
gone		N
and		N
made		N
you		N
other		N
gods		N
,		N
and		N
molten		N
images	0.171052631578947	C
,		N
to		N
provoke		N
me		N
to		N
anger		N
,		N
and		N
have		N
cast		N
me		N
behind		N
your		N
back		N
:		N

For		N
they		N
provoked		N
him		N
to		N
anger		N
with		N
their		N
high		N
places		N
,		N
and		N
moved		N
him		N
to		N
jealousy		N
with		N
their		N
engraved		N
images	0.23684210526315802	C
.		N

All		N
the		N
people		N
went		N
to		N
the		N
house		N
of		N
Baal		N
,		N
and		N
broke		N
it		N
down		N
,		N
and		N
broke		N
his		N
altars		N
and		N
his		N
images	0.279411764705882	C
in		N
pieces		N
,		N
and		N
killed		N
Mattan		N
the		N
priest		N
of		N
Baal		N
before		N
the		N
altars		N
.		N

Under		N
him		N
were		N
Eden		N
,		N
and		N
Miniamin		N
,		N
and		N
Jeshua		N
,		N
and		N
Shemaiah		N
,		N
Amariah		N
,		N
and		N
Shecaniah		N
,		N
in		N
the		N
cities		N
of		N
the		N
priests		N
,		N
in		N
their		N
office		N
of		N
trust	0.265625	C
,		N
to		N
give		N
to		N
their		N
brothers		N
by		N
divisions		N
,		N
as		N
well		N
to		N
the		N
great		N
as		N
to		N
the		N
small		N
:		N

and		N
might		N
deliver		N
all		N
of		N
them		N
who		N
through		N
fear		N
of		N
death		N
were		N
all		N
their		N
lifetime		N
subject	0.325	C
to		N
bondage		N
.		N

Now		N
therefore		N
,		N
if		N
it		N
seem		N
good		N
to		N
the		N
king		N
,		N
let		N
a		N
search	0.166666666666667	C
be		N
made		N
in		N
the		N
king		N
's		N
treasure		N
house		N
,		N
which		N
is		N
there		N
at		N
Babylon		N
,		N
whether		N
it		N
be		N
so		N
,		N
that		N
a		N
decree		N
was		N
made		N
of		N
Cyrus		N
the		N
king		N
to		N
build		N
this		N
house		N
of		N
God		N
at		N
Jerusalem		N
;		N
and		N
let		N
the		N
king		N
send		N
his		N
pleasure		N
to		N
us		N
concerning		N
this		N
matter		N
.		N
''		N

Then		N
Darius		N
the		N
king		N
made		N
a		N
decree		N
,		N
and		N
search	0.25	C
was		N
made		N
in		N
the		N
house		N
of		N
the		N
archives		N
,		N
where		N
the		N
treasures		N
were		N
laid		N
up		N
in		N
Babylon		N
.		N

(		N
For		N
only		N
Og		N
king		N
of		N
Bashan		N
remained		N
of		N
the		N
remnant		N
of		N
the		N
Rephaim		N
;		N
behold		N
,		N
his		N
bedstead		N
was		N
a		N
bedstead		N
of		N
iron	0.05	C
;		N
is		N
n't		N
it		N
in		N
Rabbah		N
of		N
the		N
children		N
of		N
Ammon		N
?		N

The		N
children		N
of		N
Israel		N
cried		N
to		N
Yahweh		N
:		N
for		N
he		N
had		N
nine		N
hundred		N
chariots		N
of		N
iron	0.1	C
;		N
and		N
twenty		N
years		N
he		N
mightily		N
oppressed		N
the		N
children		N
of		N
Israel		N
.		N

There		N
you		N
shall		N
build		N
an		N
altar		N
to		N
Yahweh		N
your		N
God		N
,		N
an		N
altar		N
of		N
stones		N
:		N
you		N
shall		N
lift		N
up		N
no		N
iron	0.15	C
on		N
them		N
.		N

They		N
with		N
whom		N
precious		N
stones	0.05	C
were		N
found		N
gave		N
them		N
to		N
the		N
treasure		N
of		N
the		N
house		N
of		N
Yahweh		N
,		N
under		N
the		N
hand		N
of		N
Jehiel		N
the		N
Gershonite		N
.		N

Bring		N
forth		N
therefore		N
fruits		N
worthy		N
of		N
repentance		N
,		N
and		N
do		N
n't		N
begin		N
to		N
say		N
among		N
yourselves		N
,		N
'We		N
have		N
Abraham		N
for		N
our		N
father		N
;		N
'		N
for		N
I		N
tell		N
you		N
that		N
God		N
is		N
able		N
to		N
raise		N
up		N
children		N
to		N
Abraham		N
from		N
these		N
stones	0.263888888888889	C
!		N

He		N
sees		N
the		N
place		N
of		N
stones	0.34210526315789497	C
.		N

This		N
is		N
nothing	0.05	C
else		N
but		N
sorrow		N
of		N
heart		N
.		N
''		N

There		N
was		N
nothing	0.05	C
in		N
the		N
ark		N
except		N
the		N
two		N
tables		N
which		N
Moses		N
put		N
at		N
Horeb		N
,		N
when		N
Yahweh		N
made		N
a		N
covenant		N
with		N
the		N
children		N
of		N
Israel		N
,		N
when		N
they		N
came		N
out		N
of		N
Egypt		N
.		N

Behold		N
,		N
you		N
have		N
made		N
the		N
heavens		N
and		N
the		N
earth		N
by		N
your		N
great		N
power		N
and		N
by		N
your		N
outstretched		N
arm		N
;		N
there		N
is		N
nothing	0.138888888888889	C
too		N
hard		N
for		N
you		N
,		N

You		N
shall		N
not		N
sow		N
your		N
vineyard		N
with		N
two		N
kinds		N
of		N
seed		N
,		N
lest		N
the		N
whole		N
fruit	0.05	C
be		N
forfeited		N
,		N
the		N
seed		N
which		N
you		N
have		N
sown		N
,		N
and		N
the		N
increase		N
of		N
the		N
vineyard		N
.		N

therefore		N
,		N
behold		N
,		N
I		N
will		N
deliver		N
you		N
to		N
the		N
children		N
of		N
the		N
east		N
for		N
a		N
possession		N
,		N
and		N
they		N
shall		N
set		N
their		N
encampments		N
in		N
you		N
,		N
and		N
make		N
their		N
dwellings		N
in		N
you		N
;		N
they		N
shall		N
